visit_date,visit_time,unix_time,user
2021-08-25,2021-08-25 08:17:14,1629847034,D
2021-08-25,2021-08-25 08:21:53,1629847313,G
2021-08-25,2021-08-25 08:24:13,1629847453,D
2021-08-25,2021-08-25 08:28:08,1629847688,F
2021-08-25,2021-08-25 08:35:57,1629848157,D
2021-08-25,2021-08-25 08:38:04,1629848284,C
2021-08-25,2021-08-25 08:52:37,1629849157,E
2021-08-25,2021-08-25 08:53:31,1629849211,B
2021-08-25,2021-08-25 09:36:04,1629851764,D
2021-08-25,2021-08-25 09:40:44,1629852044,H
2021-08-25,2021-08-25 09:42:46,1629852166,F
2021-08-25,2021-08-25 09:53:37,1629852817,E
2021-08-25,2021-08-25 10:01:08,1629853268,H
2021-08-25,2021-08-25 10:04:34,1629853474,D
2021-08-25,2021-08-25 10:14:11,1629854051,B
2021-08-25,2021-08-25 10:17:34,1629854254,G
2021-08-25,2021-08-25 10:17:52,1629854272,C
2021-08-25,2021-08-25 10:19:53,1629854393,D
2021-08-25,2021-08-25 10:27:15,1629854835,B
2021-08-25,2021-08-25 11:06:38,1629857198,D
2021-08-25,2021-08-25 11:25:03,1629858303,B
2021-08-25,2021-08-25 11:40:01,1629859201,A
2021-08-25,2021-08-25 11:48:22,1629859702,B
2021-08-25,2021-08-25 11:50:38,1629859838,G
2021-08-25,2021-08-25 12:05:10,1629860710,A
2021-08-25,2021-08-25 12:13:44,1629861224,E
2021-08-25,2021-08-25 12:21:20,1629861680,G
2021-08-25,2021-08-25 12:53:33,1629863613,B
2021-08-25,2021-08-25 12:55:49,1629863749,F
2021-08-25,2021-08-25 13:00:00,1629864000,C
2021-08-25,2021-08-25 13:11:17,1629864677,E
2021-08-25,2021-08-25 13:11:20,1629864680,B
2021-08-25,2021-08-25 13:16:13,1629864973,B
2021-08-25,2021-08-25 13:19:00,1629865140,C
2021-08-25,2021-08-25 13:21:46,1629865306,E
2021-08-25,2021-08-25 13:22:58,1629865378,B
2021-08-25,2021-08-25 13:26:29,1629865589,D
2021-08-25,2021-08-25 13:40:41,1629866441,E
2021-08-25,2021-08-25 13:42:22,1629866542,D
2021-08-25,2021-08-25 14:25:50,1629869150,C
2021-08-25,2021-08-25 14:28:19,1629869299,C
2021-08-25,2021-08-25 14:32:23,1629869543,H
2021-08-25,2021-08-25 14:38:34,1629869914,A
2021-08-25,2021-08-25 14:42:34,1629870154,D
2021-08-25,2021-08-25 14:43:55,1629870235,F
2021-08-25,2021-08-25 14:52:45,1629870765,E
2021-08-25,2021-08-25 14:53:49,1629870829,A
2021-08-25,2021-08-25 15:00:41,1629871241,D
2021-08-25,2021-08-25 15:05:57,1629871557,F
2021-08-25,2021-08-25 15:14:43,1629872083,C
2021-08-25,2021-08-25 15:17:06,1629872226,E
2021-08-25,2021-08-25 15:36:19,1629873379,H
2021-08-25,2021-08-25 15:46:53,1629874013,G
2021-08-25,2021-08-25 15:53:05,1629874385,B
2021-08-25,2021-08-25 16:00:47,1629874847,A
2021-08-25,2021-08-25 16:11:55,1629875515,F
2021-08-25,2021-08-25 16:17:27,1629875847,G
2021-08-25,2021-08-25 16:17:28,1629875848,F
2021-08-25,2021-08-25 16:19:13,1629875953,D
2021-08-25,2021-08-25 16:26:29,1629876389,E
2021-08-25,2021-08-25 16:26:43,1629876403,A
2021-08-25,2021-08-25 16:28:38,1629876518,G
2021-08-25,2021-08-25 16:32:31,1629876751,C
2021-08-25,2021-08-25 16:37:11,1629877031,C
2021-08-25,2021-08-25 16:39:17,1629877157,E
2021-08-25,2021-08-25 16:43:13,1629877393,H
2021-08-25,2021-08-25 16:43:23,1629877403,G
2021-08-25,2021-08-25 16:56:36,1629878196,F
2021-08-25,2021-08-25 17:05:14,1629878714,H
2021-08-25,2021-08-25 17:12:07,1629879127,F
2021-08-25,2021-08-25 17:18:00,1629879480,F
2021-08-25,2021-08-25 17:28:43,1629880123,A
2021-08-25,2021-08-25 17:49:11,1629881351,F
2021-08-25,2021-08-25 18:03:52,1629882232,A
2021-08-25,2021-08-25 18:04:23,1629882263,H
2021-08-25,2021-08-25 18:15:27,1629882927,F
2021-08-25,2021-08-25 18:19:25,1629883165,D
2021-08-25,2021-08-25 18:26:17,1629883577,B
2021-08-25,2021-08-25 18:33:16,1629883996,H
2021-08-25,2021-08-25 18:41:23,1629884483,F
2021-08-25,2021-08-25 18:54:40,1629885280,F
2021-08-25,2021-08-25 19:02:11,1629885731,G
2021-08-25,2021-08-25 19:06:31,1629885991,C
2021-08-25,2021-08-25 19:19:18,1629886758,F
2021-08-25,2021-08-25 19:53:08,1629888788,H
2021-08-25,2021-08-25 20:03:28,1629889408,H
2021-08-25,2021-08-25 20:23:56,1629890636,C
2021-08-25,2021-08-25 20:28:13,1629890893,E
2021-08-25,2021-08-25 20:30:35,1629891035,C
2021-08-25,2021-08-25 20:31:41,1629891101,F
2021-08-25,2021-08-25 20:38:33,1629891513,H
2021-08-25,2021-08-25 20:41:30,1629891690,H
2021-08-25,2021-08-25 20:52:04,1629892324,F
2021-08-25,2021-08-25 20:52:25,1629892345,D
2021-08-25,2021-08-25 21:12:12,1629893532,G
2021-08-25,2021-08-25 21:20:10,1629894010,B
2021-08-25,2021-08-25 21:21:39,1629894099,F
2021-08-25,2021-08-25 21:25:05,1629894305,E
2021-08-25,2021-08-25 21:36:19,1629894979,F
2021-08-25,2021-08-25 21:45:08,1629895508,B
2021-08-25,2021-08-25 21:47:28,1629895648,A
2021-08-25,2021-08-25 21:48:55,1629895735,E
2021-08-25,2021-08-25 21:55:02,1629896102,F
2021-08-25,2021-08-25 21:57:57,1629896277,C
2021-08-25,2021-08-25 22:05:34,1629896734,G
2021-08-25,2021-08-25 22:12:30,1629897150,H
2021-08-25,2021-08-25 22:21:06,1629897666,B
2021-08-25,2021-08-25 22:28:40,1629898120,G
2021-08-25,2021-08-25 22:38:38,1629898718,D
2021-08-25,2021-08-25 22:48:56,1629899336,G
2021-08-25,2021-08-25 23:01:49,1629900109,A
2021-08-25,2021-08-25 23:14:18,1629900858,H
2021-08-25,2021-08-25 23:18:37,1629901117,B
2021-08-25,2021-08-25 23:18:57,1629901137,G
2021-08-25,2021-08-25 23:24:24,1629901464,E
2021-08-25,2021-08-25 23:29:21,1629901761,G
2021-08-25,2021-08-25 23:34:26,1629902066,A
2021-08-25,2021-08-25 23:41:46,1629902506,C
2021-08-25,2021-08-25 23:49:24,1629902964,G
2021-08-25,2021-08-25 23:53:16,1629903196,G
2021-08-25,2021-08-25 23:54:30,1629903270,H
2021-08-26,2021-08-26 00:00:33,1629903633,E
2021-08-26,2021-08-26 00:40:02,1629906002,D
2021-08-26,2021-08-26 00:43:11,1629906191,D
2021-08-26,2021-08-26 00:46:12,1629906372,C
2021-08-26,2021-08-26 00:49:52,1629906592,E
2021-08-26,2021-08-26 01:00:33,1629907233,H
2021-08-26,2021-08-26 01:09:31,1629907771,G
2021-08-26,2021-08-26 01:46:09,1629909969,F
2021-08-26,2021-08-26 01:47:09,1629910029,E
2021-08-26,2021-08-26 02:19:48,1629911988,G
2021-08-26,2021-08-26 03:05:52,1629914752,C
2021-08-26,2021-08-26 03:18:21,1629915501,E
2021-08-26,2021-08-26 03:19:07,1629915547,C
2021-08-26,2021-08-26 03:28:28,1629916108,E
2021-08-26,2021-08-26 03:32:49,1629916369,C
2021-08-26,2021-08-26 04:07:05,1629918425,H
2021-08-26,2021-08-26 04:20:32,1629919232,E
2021-08-26,2021-08-26 04:35:54,1629920154,A
2021-08-26,2021-08-26 04:38:29,1629920309,E
2021-08-26,2021-08-26 05:05:23,1629921923,B
2021-08-26,2021-08-26 05:16:01,1629922561,G
2021-08-26,2021-08-26 05:17:25,1629922645,D
2021-08-26,2021-08-26 05:23:44,1629923024,B
2021-08-26,2021-08-26 05:43:32,1629924212,A
2021-08-26,2021-08-26 05:49:32,1629924572,F
2021-08-26,2021-08-26 05:57:22,1629925042,G
2021-08-26,2021-08-26 06:17:52,1629926272,C
2021-08-26,2021-08-26 06:20:30,1629926430,F
2021-08-26,2021-08-26 06:24:56,1629926696,B
2021-08-26,2021-08-26 06:36:17,1629927377,E
2021-08-26,2021-08-26 06:48:49,1629928129,C
2021-08-26,2021-08-26 07:00:52,1629928852,A
2021-08-26,2021-08-26 07:05:15,1629929115,A
2021-08-26,2021-08-26 07:20:34,1629930034,G
2021-08-26,2021-08-26 07:31:13,1629930673,A
2021-08-26,2021-08-26 07:43:28,1629931408,G
2021-08-26,2021-08-26 07:47:32,1629931652,D
2021-08-26,2021-08-26 07:55:25,1629932125,H
2021-08-26,2021-08-26 08:02:40,1629932560,A
2021-08-26,2021-08-26 08:03:49,1629932629,H
2021-08-26,2021-08-26 08:10:08,1629933008,G
2021-08-26,2021-08-26 08:12:38,1629933158,F
2021-08-26,2021-08-26 08:13:25,1629933205,A
2021-08-26,2021-08-26 08:23:18,1629933798,H
2021-08-26,2021-08-26 08:27:01,1629934021,A
2021-08-26,2021-08-26 08:41:33,1629934893,D
2021-08-26,2021-08-26 08:44:05,1629935045,D
2021-08-26,2021-08-26 08:48:42,1629935322,B
2021-08-26,2021-08-26 09:11:25,1629936685,E
2021-08-26,2021-08-26 09:36:13,1629938173,H
2021-08-26,2021-08-26 09:38:30,1629938310,G
2021-08-26,2021-08-26 09:40:13,1629938413,G
2021-08-26,2021-08-26 09:44:17,1629938657,C
2021-08-26,2021-08-26 09:45:34,1629938734,G
2021-08-26,2021-08-26 09:49:28,1629938968,B
2021-08-26,2021-08-26 09:51:01,1629939061,G
2021-08-26,2021-08-26 09:57:29,1629939449,H
2021-08-26,2021-08-26 10:10:31,1629940231,B
2021-08-26,2021-08-26 10:11:02,1629940262,A
2021-08-26,2021-08-26 10:31:54,1629941514,E
2021-08-26,2021-08-26 10:40:26,1629942026,D
2021-08-26,2021-08-26 10:52:43,1629942763,F
2021-08-26,2021-08-26 11:03:51,1629943431,F
2021-08-26,2021-08-26 11:08:03,1629943683,C
2021-08-26,2021-08-26 11:08:33,1629943713,F
2021-08-26,2021-08-26 11:12:00,1629943920,B
2021-08-26,2021-08-26 11:15:09,1629944109,C
2021-08-26,2021-08-26 11:20:05,1629944405,H
2021-08-26,2021-08-26 11:20:55,1629944455,B
2021-08-26,2021-08-26 11:59:27,1629946767,F
2021-08-26,2021-08-26 12:04:13,1629947053,F
2021-08-26,2021-08-26 12:08:40,1629947320,H
2021-08-26,2021-08-26 12:10:06,1629947406,A
2021-08-26,2021-08-26 12:14:57,1629947697,F
2021-08-26,2021-08-26 12:17:49,1629947869,E
2021-08-26,2021-08-26 12:33:24,1629948804,B
2021-08-26,2021-08-26 12:33:41,1629948821,B
2021-08-26,2021-08-26 12:33:45,1629948825,G
2021-08-26,2021-08-26 12:39:36,1629949176,E
2021-08-26,2021-08-26 12:52:58,1629949978,G
2021-08-26,2021-08-26 13:00:23,1629950423,C
2021-08-26,2021-08-26 13:29:44,1629952184,C
2021-08-26,2021-08-26 13:32:54,1629952374,F
2021-08-26,2021-08-26 13:37:53,1629952673,E
2021-08-26,2021-08-26 13:48:50,1629953330,C
2021-08-26,2021-08-26 13:49:22,1629953362,F
2021-08-26,2021-08-26 14:15:36,1629954936,A
2021-08-26,2021-08-26 14:19:05,1629955145,E
2021-08-26,2021-08-26 14:22:24,1629955344,E
2021-08-26,2021-08-26 14:47:23,1629956843,C
2021-08-26,2021-08-26 14:48:17,1629956897,C
2021-08-26,2021-08-26 15:07:02,1629958022,H
2021-08-26,2021-08-26 15:09:19,1629958159,H
2021-08-26,2021-08-26 15:16:46,1629958606,B
2021-08-26,2021-08-26 15:20:57,1629958857,B
2021-08-26,2021-08-26 16:01:32,1629961292,A
2021-08-26,2021-08-26 16:06:54,1629961614,G
2021-08-26,2021-08-26 16:09:11,1629961751,C
2021-08-26,2021-08-26 16:14:32,1629962072,G
2021-08-26,2021-08-26 16:20:45,1629962445,A
2021-08-26,2021-08-26 16:27:57,1629962877,E
2021-08-26,2021-08-26 16:29:03,1629962943,B
2021-08-26,2021-08-26 16:44:04,1629963844,E
2021-08-26,2021-08-26 17:02:55,1629964975,E
2021-08-26,2021-08-26 17:05:58,1629965158,G
2021-08-26,2021-08-26 17:06:10,1629965170,D
2021-08-26,2021-08-26 17:15:20,1629965720,H
2021-08-26,2021-08-26 17:17:35,1629965855,D
2021-08-26,2021-08-26 17:23:52,1629966232,A
2021-08-26,2021-08-26 17:36:18,1629966978,C
2021-08-26,2021-08-26 17:50:19,1629967819,E
2021-08-26,2021-08-26 17:57:28,1629968248,G
2021-08-26,2021-08-26 18:02:45,1629968565,B
2021-08-26,2021-08-26 18:08:07,1629968887,G
2021-08-26,2021-08-26 18:12:43,1629969163,G
2021-08-26,2021-08-26 18:13:02,1629969182,H
2021-08-26,2021-08-26 18:17:36,1629969456,H
2021-08-26,2021-08-26 18:22:30,1629969750,E
2021-08-26,2021-08-26 18:42:28,1629970948,B
2021-08-26,2021-08-26 18:48:57,1629971337,C
2021-08-26,2021-08-26 19:04:50,1629972290,B
2021-08-26,2021-08-26 19:12:34,1629972754,B
2021-08-26,2021-08-26 19:29:56,1629973796,E
2021-08-26,2021-08-26 19:45:58,1629974758,D
2021-08-26,2021-08-26 20:01:30,1629975690,C
2021-08-26,2021-08-26 20:05:55,1629975955,D
2021-08-26,2021-08-26 20:31:14,1629977474,B
2021-08-26,2021-08-26 20:31:40,1629977500,D
2021-08-26,2021-08-26 20:36:56,1629977816,C
2021-08-26,2021-08-26 20:51:28,1629978688,E
2021-08-26,2021-08-26 21:08:33,1629979713,A
2021-08-26,2021-08-26 21:12:36,1629979956,A
2021-08-26,2021-08-26 21:20:28,1629980428,H
2021-08-26,2021-08-26 21:21:07,1629980467,E
2021-08-26,2021-08-26 21:27:01,1629980821,D
2021-08-26,2021-08-26 21:30:48,1629981048,G
2021-08-26,2021-08-26 21:40:53,1629981653,F
2021-08-26,2021-08-26 21:51:13,1629982273,D
2021-08-26,2021-08-26 21:56:08,1629982568,D
2021-08-26,2021-08-26 22:14:39,1629983679,C
2021-08-26,2021-08-26 22:21:40,1629984100,H
2021-08-26,2021-08-26 22:26:53,1629984413,F
2021-08-26,2021-08-26 22:27:13,1629984433,D
2021-08-26,2021-08-26 22:29:19,1629984559,E
2021-08-26,2021-08-26 22:36:50,1629985010,H
2021-08-26,2021-08-26 22:39:17,1629985157,H
2021-08-26,2021-08-26 22:44:55,1629985495,D
2021-08-26,2021-08-26 22:47:31,1629985651,C
2021-08-26,2021-08-26 22:51:01,1629985861,B
2021-08-26,2021-08-26 22:52:34,1629985954,E
2021-08-26,2021-08-26 23:10:23,1629987023,G
2021-08-26,2021-08-26 23:11:16,1629987076,C
2021-08-26,2021-08-26 23:42:15,1629988935,A
2021-08-26,2021-08-26 23:48:53,1629989333,H
2021-08-26,2021-08-26 23:49:08,1629989348,F
2021-08-27,2021-08-27 00:00:23,1629990023,E
2021-08-27,2021-08-27 00:07:54,1629990474,D
2021-08-27,2021-08-27 00:20:34,1629991234,F
2021-08-27,2021-08-27 00:36:02,1629992162,D
2021-08-27,2021-08-27 00:40:20,1629992420,H
2021-08-27,2021-08-27 00:52:00,1629993120,E
2021-08-27,2021-08-27 01:22:36,1629994956,H
2021-08-27,2021-08-27 01:30:40,1629995440,C
2021-08-27,2021-08-27 01:46:56,1629996416,A
2021-08-27,2021-08-27 01:51:36,1629996696,F
2021-08-27,2021-08-27 02:14:48,1629998088,F
2021-08-27,2021-08-27 02:16:28,1629998188,G
2021-08-27,2021-08-27 02:21:20,1629998480,G
2021-08-27,2021-08-27 02:29:51,1629998991,C
2021-08-27,2021-08-27 02:32:54,1629999174,A
2021-08-27,2021-08-27 02:38:16,1629999496,H
2021-08-27,2021-08-27 02:46:52,1630000012,G
2021-08-27,2021-08-27 02:49:32,1630000172,C
2021-08-27,2021-08-27 02:56:18,1630000578,H
2021-08-27,2021-08-27 03:03:43,1630001023,F
2021-08-27,2021-08-27 03:26:08,1630002368,E
2021-08-27,2021-08-27 03:27:26,1630002446,D
2021-08-27,2021-08-27 03:27:31,1630002451,B
2021-08-27,2021-08-27 03:29:55,1630002595,D
2021-08-27,2021-08-27 03:33:02,1630002782,A
2021-08-27,2021-08-27 04:07:59,1630004879,H
2021-08-27,2021-08-27 04:12:58,1630005178,C
2021-08-27,2021-08-27 04:16:24,1630005384,F
2021-08-27,2021-08-27 04:17:57,1630005477,H
2021-08-27,2021-08-27 04:20:28,1630005628,F
2021-08-27,2021-08-27 04:21:23,1630005683,C
2021-08-27,2021-08-27 04:22:14,1630005734,E
2021-08-27,2021-08-27 04:28:39,1630006119,B
2021-08-27,2021-08-27 04:31:19,1630006279,B
2021-08-27,2021-08-27 04:40:45,1630006845,G
2021-08-27,2021-08-27 04:54:32,1630007672,B
2021-08-27,2021-08-27 04:56:39,1630007799,H
2021-08-27,2021-08-27 05:04:22,1630008262,E
2021-08-27,2021-08-27 05:04:49,1630008289,A
2021-08-27,2021-08-27 05:05:07,1630008307,B
2021-08-27,2021-08-27 05:05:31,1630008331,F
2021-08-27,2021-08-27 05:17:17,1630009037,G
2021-08-27,2021-08-27 05:17:51,1630009071,D
2021-08-27,2021-08-27 05:18:55,1630009135,A
2021-08-27,2021-08-27 05:24:30,1630009470,A
2021-08-27,2021-08-27 05:39:20,1630010360,F
2021-08-27,2021-08-27 05:40:47,1630010447,D
2021-08-27,2021-08-27 05:48:15,1630010895,H
2021-08-27,2021-08-27 06:25:38,1630013138,H
2021-08-27,2021-08-27 06:51:41,1630014701,A
2021-08-27,2021-08-27 06:53:56,1630014836,B
2021-08-27,2021-08-27 06:54:13,1630014853,C
2021-08-27,2021-08-27 07:02:55,1630015375,B
2021-08-27,2021-08-27 07:06:25,1630015585,E
2021-08-27,2021-08-27 07:07:19,1630015639,D
2021-08-27,2021-08-27 07:11:43,1630015903,B
2021-08-27,2021-08-27 07:16:04,1630016164,C
2021-08-27,2021-08-27 07:17:51,1630016271,C
2021-08-27,2021-08-27 07:20:05,1630016405,D
2021-08-27,2021-08-27 07:33:13,1630017193,B
2021-08-27,2021-08-27 07:35:37,1630017337,B
2021-08-27,2021-08-27 07:39:24,1630017564,D
2021-08-27,2021-08-27 07:39:52,1630017592,B
2021-08-27,2021-08-27 07:46:26,1630017986,B
2021-08-27,2021-08-27 08:00:03,1630018803,C
2021-08-27,2021-08-27 08:01:56,1630018916,H
2021-08-27,2021-08-27 08:02:12,1630018932,G
2021-08-27,2021-08-27 08:02:47,1630018967,F
2021-08-27,2021-08-27 08:07:29,1630019249,H
2021-08-27,2021-08-27 08:09:53,1630019393,F
2021-08-27,2021-08-27 08:16:58,1630019818,F
2021-08-27,2021-08-27 08:20:58,1630020058,E
2021-08-27,2021-08-27 08:22:36,1630020156,G
2021-08-27,2021-08-27 08:23:35,1630020215,F
2021-08-27,2021-08-27 08:30:39,1630020639,H
2021-08-27,2021-08-27 08:35:58,1630020958,G
2021-08-27,2021-08-27 08:39:06,1630021146,A
2021-08-27,2021-08-27 08:40:38,1630021238,B
2021-08-27,2021-08-27 08:52:06,1630021926,C
2021-08-27,2021-08-27 09:02:56,1630022576,H
2021-08-27,2021-08-27 09:05:08,1630022708,C
2021-08-27,2021-08-27 09:05:52,1630022752,C
2021-08-27,2021-08-27 09:09:34,1630022974,E
2021-08-27,2021-08-27 09:12:31,1630023151,F
2021-08-27,2021-08-27 09:46:59,1630025219,C
2021-08-27,2021-08-27 09:50:23,1630025423,C
2021-08-27,2021-08-27 09:51:04,1630025464,G
2021-08-27,2021-08-27 09:53:57,1630025637,E
2021-08-27,2021-08-27 09:56:10,1630025770,F
2021-08-27,2021-08-27 09:58:30,1630025910,C
2021-08-27,2021-08-27 09:59:37,1630025977,G
2021-08-27,2021-08-27 10:03:40,1630026220,G
2021-08-27,2021-08-27 10:05:22,1630026322,F
2021-08-27,2021-08-27 10:07:25,1630026445,G
2021-08-27,2021-08-27 10:14:35,1630026875,G
2021-08-27,2021-08-27 11:03:28,1630029808,B
2021-08-27,2021-08-27 11:13:07,1630030387,E
2021-08-27,2021-08-27 12:05:46,1630033546,C
2021-08-27,2021-08-27 12:09:30,1630033770,H
2021-08-27,2021-08-27 12:16:11,1630034171,E
2021-08-27,2021-08-27 12:20:52,1630034452,D
2021-08-27,2021-08-27 12:29:42,1630034982,E
2021-08-27,2021-08-27 12:29:42,1630034982,C
2021-08-27,2021-08-27 12:30:12,1630035012,A
2021-08-27,2021-08-27 12:38:51,1630035531,F
2021-08-27,2021-08-27 12:42:38,1630035758,A
2021-08-27,2021-08-27 12:43:11,1630035791,G
2021-08-27,2021-08-27 12:52:08,1630036328,H
2021-08-27,2021-08-27 12:59:00,1630036740,D
2021-08-27,2021-08-27 12:59:59,1630036799,A
2021-08-27,2021-08-27 13:00:00,1630036800,A
2021-08-27,2021-08-27 13:05:15,1630037115,F
2021-08-27,2021-08-27 13:13:23,1630037603,H
2021-08-27,2021-08-27 13:17:24,1630037844,C
2021-08-27,2021-08-27 13:21:41,1630038101,G
2021-08-27,2021-08-27 13:32:13,1630038733,B
2021-08-27,2021-08-27 13:36:24,1630038984,B
2021-08-27,2021-08-27 13:46:43,1630039603,A
2021-08-27,2021-08-27 14:01:25,1630040485,D
2021-08-27,2021-08-27 14:09:19,1630040959,C
2021-08-27,2021-08-27 14:42:15,1630042935,A
2021-08-27,2021-08-27 14:51:01,1630043461,E
2021-08-27,2021-08-27 14:51:51,1630043511,D
2021-08-27,2021-08-27 14:56:27,1630043787,G
2021-08-27,2021-08-27 14:57:59,1630043879,E
2021-08-27,2021-08-27 15:02:09,1630044129,F
2021-08-27,2021-08-27 15:13:38,1630044818,E
2021-08-27,2021-08-27 15:15:59,1630044959,C
2021-08-27,2021-08-27 15:20:38,1630045238,F
2021-08-27,2021-08-27 15:35:06,1630046106,A
2021-08-27,2021-08-27 15:51:22,1630047082,G
2021-08-27,2021-08-27 15:56:29,1630047389,B
2021-08-27,2021-08-27 16:01:14,1630047674,D
2021-08-27,2021-08-27 16:03:53,1630047833,B
2021-08-27,2021-08-27 16:17:15,1630048635,B
2021-08-27,2021-08-27 16:20:21,1630048821,G
2021-08-27,2021-08-27 16:51:12,1630050672,F
2021-08-27,2021-08-27 16:55:55,1630050955,A
2021-08-27,2021-08-27 17:07:51,1630051671,B
2021-08-27,2021-08-27 17:09:09,1630051749,A
2021-08-27,2021-08-27 17:10:35,1630051835,A
2021-08-27,2021-08-27 17:11:34,1630051894,H
2021-08-27,2021-08-27 17:12:16,1630051936,D
2021-08-27,2021-08-27 17:27:15,1630052835,H
2021-08-27,2021-08-27 17:28:59,1630052939,A
2021-08-27,2021-08-27 17:38:24,1630053504,F
2021-08-27,2021-08-27 18:01:49,1630054909,F
2021-08-27,2021-08-27 18:04:28,1630055068,H
2021-08-27,2021-08-27 18:15:09,1630055709,E
2021-08-27,2021-08-27 18:48:02,1630057682,B
2021-08-27,2021-08-27 18:49:35,1630057775,A
2021-08-27,2021-08-27 18:51:41,1630057901,F
2021-08-27,2021-08-27 18:53:04,1630057984,B
2021-08-27,2021-08-27 19:19:12,1630059552,D
2021-08-27,2021-08-27 19:22:02,1630059722,H
2021-08-27,2021-08-27 19:26:44,1630060004,G
2021-08-27,2021-08-27 19:33:17,1630060397,B
2021-08-27,2021-08-27 19:42:02,1630060922,E
2021-08-27,2021-08-27 20:00:05,1630062005,A
2021-08-27,2021-08-27 20:01:33,1630062093,B
2021-08-27,2021-08-27 20:18:02,1630063082,B
2021-08-27,2021-08-27 20:19:31,1630063171,B
2021-08-27,2021-08-27 20:20:57,1630063257,H
2021-08-27,2021-08-27 20:46:42,1630064802,G
2021-08-27,2021-08-27 20:52:56,1630065176,D
2021-08-27,2021-08-27 21:02:44,1630065764,E
2021-08-27,2021-08-27 21:20:40,1630066840,C
2021-08-27,2021-08-27 21:21:43,1630066903,G
2021-08-27,2021-08-27 21:23:44,1630067024,F
2021-08-27,2021-08-27 21:26:46,1630067206,C
2021-08-27,2021-08-27 21:31:43,1630067503,G
2021-08-27,2021-08-27 21:32:59,1630067579,G
2021-08-27,2021-08-27 22:16:42,1630070202,E
2021-08-27,2021-08-27 22:19:58,1630070398,D
2021-08-27,2021-08-27 22:31:00,1630071060,A
2021-08-27,2021-08-27 22:45:45,1630071945,D
2021-08-27,2021-08-27 22:52:08,1630072328,B
2021-08-27,2021-08-27 22:53:53,1630072433,G
2021-08-27,2021-08-27 23:07:44,1630073264,E
2021-08-27,2021-08-27 23:18:51,1630073931,G
2021-08-27,2021-08-27 23:29:14,1630074554,G
2021-08-27,2021-08-27 23:36:12,1630074972,F
2021-08-27,2021-08-27 23:40:48,1630075248,F
2021-08-27,2021-08-27 23:41:52,1630075312,C
2021-08-27,2021-08-27 23:58:11,1630076291,E
